violation_address,quadrant,zipcode,lat,long
3209 DUBOIS PL SE,SE,20019,38.885047,-76.960647
1708 R ST SE,SE,20020,38.869679,-76.980321
104 EMERSON ST NW,NW,20011,38.94958,-77.013345
107 WEBSTER ST NE,NE,20011,38.944056,-77.005303
912 GALLATIN ST NW,NW,20011,38.95165,-77.026277
4589 MACARTHUR BLVD NW,NW,20007,38.910551,-77.088735
905 O ST NW,NW,20001,38.908787,-77.024293
2801 QUEBEC ST NW,NW,20008,38.93723,-77.055977
3605 HANSBERRY CT NE,NE,20018,38.9226,-76.955076
1523 A ST SE,SE,20003,38.888471,-76.982808
1213 CONGRESS ST SE,SE,20032,38.841452,-76.989343
2623 SHERMAN AVE NW,NW,20001,38.924568,-77.025351
744 GIRARD ST NW,NW,20001,38.925776,-77.024308
1545 GIRARD ST NE,NE,20018,38.926738,-76.982554
4333 C ST SE,SE,20019,38.886343,-76.943802
3521 14TH ST NW,NW,20010,38.935556,-77.032447
2518 17TH ST NW,NW,20009,38.92378,-77.039381
2524 17TH ST NW,NW,20009,38.92398,-77.03939
2315 LINCOLN RD NE,NE,20002,38.920631,-77.004379
2321 LINCOLN RD NE,NE,20002,38.920924,-77.004158
418 19TH ST NE,NE,20002,38.895461,-76.977492
3248 JONES CT NW,NW,20007,38.910254,-77.065357
4925 A ST SE,SE,20019,38.888027,-76.931332
1210 49TH PL NE,NE,20019,38.906697,-76.930883
1902 RIDGE PL SE,SE,20020,38.869023,-76.977076
1376 BRYANT ST NE,NE,20018,38.921314,-76.986315
2201 R ST NW,NW,20008,38.912835,-77.049027
2200 S ST NW,NW,20008,38.913906,-77.049124
901 NEW JERSEY AVE NW,NW,20001,38.901874,-77.012876
605 KEEFER PL NW,NW,20010,38.930971,-77.021501
1210 4TH ST NW,NW,20001,38.906049,-77.016457
919 2ND ST NE,NE,20002,38.901867,-77.003419
923 2ND ST NE,NE,20002,38.9019,-77.003419
929 2ND ST NE,NE,20002,38.901948,-77.003419
303 PARKLAND PL SE,SE,20032,38.844524,-77.001789
1912 3RD ST NW,NW,20001,38.916498,-77.016124
2250 11TH ST NW,NW,20001,38.920475,-77.027329
1213 12TH ST NW,NW,20005,38.906194,-77.027837
807 CHESAPEAKE ST SE,SE,20032,38.828987,-76.994372
1442 CONGRESS PL SE,SE,20020,38.847255,-76.983641
2912 2ND ST SE,SE,20032,38.847329,-77.005249
2978 2ND ST SE,SE,20032,38.845558,-77.003178
18 RANDOLPH PL NW,NW,20001,38.913188,-77.009761
2432 QUEENS CHAPEL RD NE,NE,20018,38.922145,-76.974734
1300 MORRIS RD SE,SE,20020,38.86251,-76.990183
1302 MORRIS RD SE,SE,20020,38.862392,-76.990066
1904 CONSTITUTION AVE NE,NE,20002,38.892206,-76.976939
1302 OTIS PL NW,NW,20010,38.934464,-77.030217
2123 R ST NW,NW,20008,38.912785,-77.047804
26 QUINCY PL NE,NE,20002,38.912049,-77.007842
1271 16TH ST NE,NE,20002,38.907118,-76.97969
5013 MEADE ST NE,NE,20019,38.905865,-76.929053
1324 MAIN DR NW,NW,20012,38.973462,-77.031141
1423 CONGRESS PL SE,SE,20020,38.846636,-76.983701
409 ONEIDA ST NE,NE,20011,38.961854,-77.000598
622 EVARTS ST NE,NE,20017,38.924714,-76.997504
134 U ST NW,NW,20001,38.916796,-77.013267
5017 MEADE ST NE,NE,20019,38.905867,-76.928912
222 FARRAGUT ST NW,NW,20011,38.950937,-77.014477
4912 NEW HAMPSHIRE AVE NW,NW,20011,38.950627,-77.014091
1388 TUCKERMAN ST NW,NW,20011,38.967357,-77.033056
5809 14TH ST NW,NW,20011,38.960604,-77.032939
5813 14TH ST NW,NW,20011,38.960881,-77.032936
5815 14TH ST NW,NW,20011,38.960891,-77.033145
5819 14TH ST NW,NW,20011,38.961096,-77.032934
812 JEFFERSON ST NW,NW,20011,38.954915,-77.024745
614 LONGFELLOW ST NW,NW,20011,38.957289,-77.021683
5922 13TH ST NW,NW,20011,38.962519,-77.030061
5823 14TH ST NW,NW,20011,38.961379,-77.032934
5825 14TH ST NW,NW,20011,38.961393,-77.033145
4748 BENNING RD SE,SE,20019,38.883365,-76.931629
1215 49TH ST NE,NE,20019,38.906622,-76.931451
1225 49TH ST NE,NE,20019,38.906968,-76.931451
404 MELLON ST SE,SE,20032,38.848562,-77.001686
2400 HARTFORD ST SE,SE,20020,38.854368,-76.972164
2410 HARTFORD ST SE,SE,20020,38.854405,-76.971482
1616 32ND ST NW,NW,20007,38.910952,-77.064061
422 18TH ST NE,NE,20002,38.89547,-76.979201
2001 38TH ST SE,SE,20020,38.864848,-76.95251
331 ONEIDA ST NE,NE,20011,38.96184,-77.001375
526 59TH ST NE,NE,20019,38.896549,-76.916714
1919 T PL SE,SE,20020,38.866439,-76.976856
4632 HILLSIDE RD SE,SE,20019,38.876715,-76.932741
1514 WISCONSIN AVE NW,NW,20007,38.909239,-77.064538
400 TAYLOR ST NE,NE,20017,38.941079,-77.002002
410 TAYLOR ST NE,NE,20017,38.941309,-77.00194
420 TAYLOR ST NE,NE,20017,38.941075,-77.001338
430 TAYLOR ST NE,NE,20017,38.941292,-77.001331
440 TAYLOR ST NE,NE,20017,38.941636,-77.001301
450 TAYLOR ST NE,NE,20017,38.941852,-77.001345
460 TAYLOR ST NE,NE,20017,38.942147,-77.001517
470 TAYLOR ST NE,NE,20017,38.942334,-77.00167
480 TAYLOR ST NE,NE,20017,38.942551,-77.001996
490 TAYLOR ST NE,NE,20017,38.942616,-77.002237
621 BRANDYWINE ST SE,SE,20032,38.829895,-76.997753
105 SHERIDAN ST NE,NE,20011,38.966274,-77.004307
1427 HOLBROOK ST NE,NE,20002,38.903922,-76.982694
1624 ROSEDALE ST NE,NE,20002,38.897592,-76.98144
5105 LEE ST NE,NE,20019,38.904469,-76.927196
3322 12TH ST SE,SE,20032,38.842141,-76.989877
518 RALEIGH ST SE,SE,20032,38.844244,-76.998851
1444 IRVING ST NW,NW,20010,38.928508,-77.034399
400 ATLANTIC ST SE,SE,20032,38.831219,-76.999983
2700 WISCONSIN AVE NW,NW,20007,38.924791,-77.073556
1140 23RD ST NW,NW,20037,38.904697,-77.050409
1525 S ST SE,SE,20020,38.868065,-76.982909
3234 38TH ST NW,NW,20016,38.932832,-77.074366
1236 COLUMBIA RD NW,NW,20009,38.927456,-77.028511
3543 10TH ST NW,NW,20010,38.933825,-77.027066
3701 CONNECTICUT AVE NW,NW,20008,38.938358,-77.059377
40 ELMIRA ST SW,SW,20032,38.825856,-77.008558
2310 16TH ST SE,SE,20020,38.862097,-76.982488
2314 16TH ST SE,SE,20020,38.861888,-76.982507
2322 16TH ST SE,SE,20020,38.861362,-76.982566
1819 MINNESOTA AVE SE,SE,20020,38.869781,-76.977583
5024 ILLINOIS AVE NW,NW,20011,38.951625,-77.024881
512 RHODE ISLAND AVE NW,NW,20001,38.912929,-77.019472
1349 HOWARD RD SE,SE,20020,38.859882,-76.991566
1341 KEARNY ST NE,NE,20017,38.9306,-76.986918
535 MELLON ST SE,SE,20032,38.846237,-76.998836
3909 PENNSYLVANIA AVE SE,SE,20020,38.864416,-76.949385
301 34TH ST SE,SE,20019,38.885805,-76.957778
1036 5TH ST NE,NE,20002,38.903546,-76.999782
3512 STANTON RD SE,SE,20020,38.8442,-76.978638
3559 18TH ST SE,SE,20020,38.844078,-76.978101
3562 STANTON RD SE,SE,20020,38.8436,-76.978755
4911 JAY ST NE,NE,20019,38.901255,-76.930976
5016 HUNT ST NE,NE,20019,38.901252,-76.928926
1710 TRINIDAD AVE NE,NE,20002,38.908258,-76.983007
3545 10TH ST NW,NW,20010,38.933887,-77.027028
1432 S ST SE,SE,20020,38.868401,-76.983794
1656 MONTELLO AVE NE,NE,20002,38.908555,-76.986412
4403 2ND ST NE,NE,20011,38.943126,-77.004054
529 G ST SE,SE,20003,38.88108,-76.998746
612 NEWTON PL NW,NW,20010,38.933791,-77.022689
616 49TH PL NE,NE,20019,38.897487,-76.931249
4002 4TH ST SE,SE,20032,38.830709,-77.000323
132 BRYANT ST NW,NW,20001,38.920854,-77.013256
1605 15TH ST NW,NW,20009,38.911433,-77.034291
1811 IRVING ST NE,NE,20018,38.92879,-76.978713
5200 KANSAS AVE NW,NW,20011,38.953697,-77.017472
1309 HOLBROOK ST NE,NE,20002,38.902751,-76.983439
2401 WASHINGTON PL NE,NE,20018,38.921553,-76.993228
3960 PENNSYLVANIA AVE SE,SE,20020,38.864824,-76.948696
1060 MOUNT OLIVET RD NE,NE,20002,38.911998,-76.987507
1080 MOUNT OLIVET RD NE,NE,20002,38.91245,-76.987889
55 FORRESTER ST SW,SW,20032,38.825389,-77.008679
7532 9TH ST NW,NW,20012,38.982315,-77.025642
4638 H ST SE,SE,20019,38.878985,-76.932742
118 ATLANTIC ST SE,SE,20032,38.83132,-77.004987
320 DECATUR ST NW,NW,20011,38.94837,-77.016858
1509 MORRIS RD SE,SE,20020,38.85831,-76.98554
6600 14TH ST NW,NW,20012,38.970105,-77.033761
3612 FORT LINCOLN DR NE,NE,20018,38.922511,-76.954697
2432 2ND ST NE,NE,20002,38.922110000000004,-77.003735
4512 CLAY ST NE,NE,20019,38.894033,-76.937171
1442 FOXHALL RD NW,NW,20007,38.908442,-77.082571
3221 VOLTA PL NW,NW,20007,38.909965,-77.065542
1616 28TH PL SE,SE,20020,38.870036,-76.966523
307 PARKLAND PL SE,SE,20032,38.844523,-77.001612
419 HAMILTON ST NW,NW,20011,38.95338,-77.018515
538 OAKWOOD ST SE,SE,20032,38.845392,-76.999722
1342 LEVIS ST NE,NE,20002,38.904659,-76.983458
1720 1ST ST NW,NW,20001,38.913479,-77.01243
3927 R ST SE,SE,20020,38.865945,-76.947959
2016 E ST NE,NE,20002,38.896236,-76.975649
69 BRYANT ST NW,NW,20001,38.921535,-77.011393
406 4TH ST SE,SE,20003,38.883989,-77.000344
1213 PENN ST NE,NE,20002,38.906089,-76.987055
217 ASCOT PL NE,NE,20002,38.920633,-77.002804
2801 PENNSYLVANIA AVE SE,SE,20020,38.871818,-76.967457
566 25TH PL NE,NE,20002,38.897801,-76.971451
850 DIVISION AVE NE,NE,20019,38.901526,-76.92477
4809 MEADE ST NE,NE,20019,38.905843,-76.933239
4811 QUARLES ST NE,NE,20019,38.908854,-76.931577
903 N ST NW,NW,20001,38.907399,-77.024353
1713 1ST ST NW,NW,20001,38.913032,-77.011898
4208 12TH PL NE,NE,20017,38.94124,-76.989524
1519 NEAL ST NE,NE,20002,38.901839,-76.98304
745 GALLATIN ST NE,NE,20017,38.95206,-76.99474
756 COLUMBIA RD NW,NW,20001,38.927812,-77.024778
913 BELLEVUE ST SE,SE,20032,38.832118,-76.988828
1225 13TH ST NW,NW,20005,38.906591,-77.029172
3929 FULTON ST NW,NW,20007,38.926374,-77.078529
3503 JAY ST NE,NE,20019,38.906023,-76.949886
3511 JAY ST NE,NE,20019,38.905664,-76.95039
3517 JAY ST NE,NE,20019,38.905933,-76.950973
3523 JAY ST NE,NE,20019,38.906294,-76.950127
3531 JAY ST NE,NE,20019,38.906829,-76.950104
3539 JAY ST NE,NE,20019,38.90713,-76.950496
3541 JAY ST NE,NE,20019,38.906966,-76.950683
3549 JAY ST NE,NE,20019,38.907019,-76.951297
3551 JAY ST NE,NE,20019,38.907245,-76.951418
3553 JAY ST NE,NE,20019,38.907276,-76.951591
3578 HAYES ST NE,NE,20019,38.906953,-76.952135
3584 HAYES ST NE,NE,20019,38.906531,-76.952524
3586 HAYES ST NE,NE,20019,38.906493,-76.952251
3594 HAYES ST NE,NE,20019,38.906027,-76.952309
3598 HAYES ST NE,NE,20019,38.906065,-76.951681
3670 HAYES ST NE,NE,20019,38.905641,-76.952203
3676 HAYES ST NE,NE,20019,38.905063,-76.952124
3680 HAYES ST NE,NE,20019,38.905341,-76.951846
3690 HAYES ST NE,NE,20019,38.904871,-76.951588
3693 JAY ST NE,NE,20019,38.905362,-76.949284
3712 HAYES ST NE,NE,20019,38.904152,-76.951012
3714 HAYES ST NE,NE,20019,38.904213,-76.950698
3722 HAYES ST NE,NE,20019,38.904719,-76.950434
3501 JAY ST NE,NE,20019,38.906115,-76.949752
3509 JAY ST NE,NE,20019,38.905753,-76.950267
3688 HAYES ST NE,NE,20019,38.904779,-76.951714
1516 MARION ST NW,NW,20001,38.910267,-77.021138
1549 MONTANA AVE NE,NE,20018,38.921688,-76.982033
1231 QUEEN ST NE,NE,20002,38.906459,-76.986187
2568 SHERMAN AVE NW,NW,20001,38.923339,-77.025717
1407 1ST ST NW,NW,20001,38.908863,-77.011962
805 CHANNING PL NE,NE,20018,38.922558,-76.994495
806 CHANNING PL NE,NE,20018,38.92297,-76.994516
6925 MAPLE ST NW,NW,20012,38.973975,-77.01523
5017 1ST ST NW,NW,20011,38.951084,-77.011908
3823 W ST SE,SE,20020,38.862606,-76.950867
2032 BELMONT RD NW,NW,20009,38.920259,-77.048021
533 24TH ST NE,NE,20002,38.896916,-76.972292
1440 COLUMBIA RD NW,NW,20009,38.927158,-77.034043
3109 NAYLOR RD SE,SE,20020,38.852275,-76.963472
1111 25TH ST NW,NW,20037,38.904789,-77.053035
847 21ST ST NE,NE,20002,38.901609,-76.973471
851 20TH ST NE,NE,20002,38.901749,-76.974971
853 21ST ST NE,NE,20002,38.901962,-76.973954
855 20TH ST NE,NE,20002,38.902104,-76.974962
855 21ST ST NE,NE,20002,38.90208,-76.973758
859 21ST ST NE,NE,20002,38.90207,-76.973224
861 21ST ST NE,NE,20002,38.902298,-76.973231
2046 FORT DAVIS ST SE,SE,20020,38.862828,-76.950323
5338 COLORADO AVE NW,NW,20011,38.955455,-77.03435
1903 RIDGE PL SE,SE,20020,38.868717,-76.976937
1940 2ND ST NE,NE,20002,38.916855,-77.00374
809 50TH PL NE,NE,20019,38.900369,-76.928326
2606 41ST ST NW,NW,20007,38.923962,-77.080724
1010 17TH ST NE,NE,20002,38.90297,-76.979277
1228 18TH ST NE,NE,20002,38.906461,-76.978273
426 BRANDYWINE ST SE,SE,20032,38.83032,-76.999419
1942 I ST NE,NE,20002,38.902722,-76.974857
1421 GOOD HOPE RD SE,SE,20020,38.866527,-76.984737
3215 O ST NW,NW,20007,38.908025,-77.064244
4933 JUST ST NE,NE,20019,38.902377,-76.930216
1841 LAMONT ST NW,NW,20010,38.931689,-77.042953
1458 CORCORAN ST NW,NW,20009,38.911743,-77.034261
5101 F ST SE,SE,20019,38.881435,-76.929023
116 BRYANT ST NW,NW,20001,38.921025,-77.012796
465 M ST SW,SW,20024,38.87674,-77.019374
480 K ST SW,SW,20024,38.878194,-77.019367
1000 6TH ST SW,SW,20024,38.87782,-77.019361
4478 MACARTHUR BLVD NW,NW,20007,38.908095,-77.084815
5885 COLORADO AVE NW,NW,20011,38.960945,-77.02856
2711 11TH ST NW,NW,20001,38.925162,-77.026779
4409 5TH ST NW,NW,20011,38.944546,-77.019082
2122 2ND ST NW,NW,20001,38.919334,-77.015005
1729 MINNESOTA AVE SE,SE,20020,38.868738,-76.979745
4233 EDSON PL NE,NE,20019,38.896618,-76.94138
4235 EDSON PL NE,NE,20019,38.896617,-76.941302
1126 I ST NE,NE,20002,38.901508,-76.990476
1737 MINNESOTA AVE SE,SE,20020,38.868837,-76.979543
733 GRESHAM PL NW,NW,20001,38.926681,-77.024041
208 54TH ST SE,SE,20019,38.885301,-76.923506
909 QUINCY ST NE,NE,20017,38.937808,-76.994248
1245 13TH ST NW,NW,20005,38.906941,-77.029345
4333 VAN NESS ST NW,NW,20016,38.943376,-77.085669
1333 27TH ST NW,NW,20007,38.907852,-77.055662
2916 VISTA ST NE,NE,20018,38.928219,-76.966304
1339 BRYANT ST NE,NE,20018,38.920895,-76.987167
4801 TEXAS AVE SE,SE,20019,38.888641,-76.939067
418 18TH ST NE,NE,20002,38.895376,-76.979202
4046 GAULT PL NE,NE,20019,38.899199,-76.944311
315 12TH ST NE,NE,20002,38.894122,-76.98987
701 VARNUM ST NW,NW,20011,38.943264,-77.021861
4114 DAVIS PL NW,NW,20007,38.923247,-77.081597
4915 42ND ST NW,NW,20016,38.954093,-77.081789
1338 D ST NE,NE,20002,38.894963,-76.986843
1460 EUCLID ST NW,NW,20009,38.923354,-77.034417
1474 COLUMBIA RD NW,NW,20009,38.926854,-77.035191
115 D ST SE,SE,20003,38.884879,-77.005174
5313 1ST ST NW,NW,20011,38.955062,-77.011377
62 GALVESTON PL SW,SW,20032,38.824195,-77.010189
2939 VAN NESS ST NW,NW,20008,38.94445,-77.060068
117 ADAMS ST NW,NW,20001,38.920448,-77.012773
654 ORLEANS PL NE,NE,20002,38.905116,-76.996641
3222 E ST SE,SE,20019,38.88306,-76.960536
4320 HALLEY TER SE,SE,20032,38.827011,-77.006411
1474 HARVARD ST NW,NW,20009,38.926171,-77.035109
240 12TH PL NE,NE,20002,38.893064,-76.989439
825 JUNIPER ST NW,NW,20012,38.982964,-77.025682
7700 EASTERN AVE NW,NW,20012,38.982982,-77.024944
7730 EASTERN AVE NW,NW,20012,38.983573,-77.025686
815 JUNIPER ST NW,NW,20012,38.982893,-77.025322
39 GALVESTON PL SW,SW,20032,38.824589,-77.009242
1818 NEW YORK AVE NE,NE,20002,38.917706,-76.976764
636 GIRARD ST NE,NE,20017,38.92669,-76.997029
960 MOUNT OLIVET RD NE,NE,20002,38.912542,-76.989873
2314 CHESTER ST SE,SE,20020,38.862462,-76.987751
1815 FORT DAVIS ST SE,SE,20020,38.865514,-76.94981
43 R ST NE,NE,20002,38.912409,-77.00727
5523 ILLINOIS AVE NW,NW,20011,38.956857,-77.027516
525 7TH ST NE,NE,20002,38.896931,-76.995906
2632 10TH ST NE,NE,20018,38.924038,-76.992656
5326 2ND ST NW,NW,20011,38.955297,-77.01386
810 O ST NW,NW,20001,38.908433,-77.023572
1031 KEARNY ST NE,NE,20017,38.930295,-76.991193
134 ELMIRA ST SW,SW,20032,38.825873,-77.011012
1428 L ST SE,SE,20003,38.877709,-76.984272
1647 KRAMER ST NE,NE,20002,38.897648,-76.980531
2501 25TH ST SE,SE,20020,38.857772,-76.970301
1720 28TH ST SE,SE,20020,38.868688,-76.967537
800 KENILWORTH AVE NE,NE,20019,38.901245,-76.945746
4401 QUARLES ST NE,NE,20019,38.912706,-76.938055
4402 QUARLES ST NE,NE,20019,38.912963,-76.937207
4403 QUARLES ST NE,NE,20019,38.912368,-76.937901
209 ADAMS ST NE,NE,20002,38.920029,-77.003088
650 MORTON ST NW,NW,20010,38.931963,-77.02277
1415 CONGRESS PL SE,SE,20020,38.84646,-76.983968
3923 17TH ST NE,NE,20018,38.938077,-76.981362
3626 ALABAMA AVE SE,SE,20020,38.863937,-76.956084
2254 MOUNT VIEW PL SE,SE,20020,38.863153,-76.989082
4049 MARTIN LUTHER KING JR AVE SW,SW,20032,38.830653,-77.011397
1210 50TH PL NE,NE,20019,38.906705,-76.929875
1508 18TH ST SE,SE,20020,38.871658,-76.978754
1390 KENYON ST NW,NW,20010,38.929627,-77.032214
2212 NAYLOR RD SE,SE,20020,38.871122,-76.974276
4236 BENNING RD NE,NE,20019,38.89272,-76.941256
18 SNOWS CT NW,NW,20037,38.901881,-77.052002
546 OAKWOOD ST SE,SE,20032,38.845293,-76.999563
320 BRYANT ST NE,NE,20002,38.921481,-77.001075
323 58TH ST NE,NE,20019,38.893822,-76.917518
48 FLORIDA AVE NW,NW,20001,38.911589,-77.011412000000007
5425 5TH ST NW,NW,20011,38.956089,-77.019493
1220 12TH ST NW,NW,20005,38.90628,-77.028463
2936 KNOX PL SE,SE,20020,38.854061,-76.970781
5135 ASTOR PL SE,SE,20019,38.88668,-76.926437
723 HARVARD ST NW,NW,20001,38.927184,-77.023955
1320 T ST SE,SE,20020,38.867751,-76.986066
1112 RAUM ST NE,NE,20002,38.909346,-76.986212
2000 CONNECTICUT AVE NW,NW,20008,38.917041,-77.047167
515 SEWARD SQ SE,SE,20003,38.88533,-76.998748
1223 SUMNER RD SE,SE,20020,38.860187,-76.997024
1528 6TH ST NW,NW,20001,38.910638,-77.020152
1534 MARION ST NW,NW,20001,38.910611,-77.021144
1535 MORRIS RD SE,SE,20020,38.85788,-76.984954
7035 BLAIR RD NW,NW,20012,38.975634,-77.018823
1217 I ST SE,SE,20003,38.879104,-76.989665
413 36TH ST NE,NE,20019,38.89512,-76.954580000000007
3101 WACLARK PL SE,SE,20032,38.843833,-77.002209
429 IRVING ST NW,NW,20010,38.929688,-77.018697
3318 ELY PL SE,SE,20019,38.883848,-76.958983
1252 31ST ST NW,NW,20007,38.906512,-77.061367
1711 SEATON ST NW,NW,20009,38.917678,-77.038962
3336 DUBOIS PL SE,SE,20019,38.885387,-76.958324
2726 LANGSTON PL SE,SE,20020,38.855207,-76.971561
2730 LANGSTON PL SE,SE,20020,38.855457,-76.971972
2734 LANGSTON PL SE,SE,20020,38.855756,-76.972409
1773 LANIER PL NW,NW,20009,38.92452,-77.042632
1039 49TH ST NE,NE,20019,38.904399,-76.931406
1320 S ST SE,SE,20020,38.868419,-76.986051
664 NICHOLSON ST NE,NE,20011,38.958574,-76.996171
431 ATLANTIC ST SE,SE,20032,38.830759,-76.99907
2526 11TH ST NW,NW,20001,38.92305,-77.027305
3916 YUMA ST NW,NW,20016,38.946085,-77.07807
3967 AMES ST NE,NE,20019,38.890709,-76.948034
2226 39TH PL NW,NW,20007,38.919984,-77.07813
1246 LINDEN PL NE,NE,20002,38.899683,-76.988799
422 BUTTERNUT ST NW,NW,20012,38.973425,-77.018901
3433 CLAY ST NE,NE,20019,38.89337,-76.956346
2500 3RD ST NE,NE,20002,38.922545,-77.002214
1922 16TH ST NW,NW,20009,38.916233,-77.036893
1142 5TH ST NE,NE,20002,38.9048,-76.99975
5305 1ST ST NW,NW,20011,38.954834,-77.01137
5574 B ST SE,SE,20019,38.885356,-76.919499
122 36TH ST NE,NE,20019,38.891259,-76.953556
1830 16TH ST NW,NW,20009,38.914946,-77.036944
1302 RANDOLPH ST NW,NW,20011,38.938491,-77.030007
551 LEBAUM ST SE,SE,20032,38.846628,-76.997786
557 LEBAUM ST SE,SE,20032,38.846521,-76.997573
1604 8TH ST NW,NW,20001,38.911368,-77.023173
3160 M PL SE,SE,20019,38.876158,-76.961852
2 GALVESTON PL SW,SW,20032,38.824997,-77.007538
3140 WISCONSIN AVE NW,NW,20016,38.931717,-77.073174
430 MELLON ST SE,SE,20032,38.848148,-77.00098
912 ALABAMA AVE SE,SE,20032,38.844166,-76.992886
4931 7TH ST NW,NW,20011,38.950775,-77.021808
3925 12TH ST NE,NE,20017,38.938117,-76.989957
236 14TH ST SE,SE,20003,38.885973,-76.985257
1010 11TH ST NE,NE,20002,38.902964,-76.991779
131 JOLIET ST SW,SW,20032,38.821488,-77.006448
1221 VAN BUREN ST NW,NW,20012,38.970178,-77.0279
6606 GEORGIA AVE NW,NW,20012,38.970274,-77.027545
4250 NANNIE HELEN BURROUGHS AVE NE,NE,20019,38.901888,-76.941639
265 56TH ST NE,NE,20019,38.892718,-76.921101
3819 MILITARY RD NW,NW,20015,38.961295,-77.075838
413 VALLEY AVE SE,SE,20032,38.833382,-76.999473
2137 NEWPORT PL NW,NW,20037,38.90807,-77.047953
101 NORTH CAROLINA AVE SE,SE,20003,38.883516,-77.00494
2615 4TH ST NE,NE,20002,38.924013,-77.000249
4240 6TH ST SE,SE,20032,38.827709,-76.998215
1262 MEIGS PL NE,NE,20002,38.907666999999996,-76.984219
3741 WINFIELD LN NW,NW,20007,38.911799,-77.072826
407 MISSOURI AVE NW,NW,20011,38.958103,-77.018428
1795 VERBENA ST NW,NW,20012,38.995308,-77.040839
1169 6TH ST NE,NE,20002,38.90546,-76.9982
5524 8TH ST NW,NW,20011,38.957071,-77.02429
4200 MEADE ST NE,NE,20019,38.905811,-76.943157
1328 GALLOWAY ST NE,NE,20017,38.95308,-76.987124
1719 27TH ST SE,SE,20020,38.868839,-76.969231
248 DIVISION AVE NE,NE,20019,38.89358,-76.927603
3017 WARDER ST NW,NW,20001,38.929139,-77.019333
724 MADISON ST NW,NW,20011,38.958238,-77.023713
725 JEFFERSON ST NW,NW,20011,38.95551,-77.023173
7444 GEORGIA AVE NW,NW,20012,38.981226,-77.026952
1011 15TH ST SE,SE,20003,38.878039,-76.983862
3216 12TH ST SE,SE,20032,38.843737,-76.990294
1008 SAVANNAH ST SE,SE,20032,38.842896,-76.991659
2013 2ND ST NE,NE,20002,38.917276,-77.003168
2479 18TH ST NW,NW,20009,38.922469,-77.042365
66 54TH ST SE,SE,20019,38.888005,-76.923266
6505 14TH ST NW,NW,20012,38.969651,-77.033011
6600 LUZON AVE NW,NW,20012,38.970501,-77.033035
2005 DOUGLAS ST NE,NE,20018,38.923263,-76.9748
10 49TH ST SE,SE,20019,38.88944,-76.931899
521 59TH ST NE,NE,20019,38.896469,-76.916096
1008 KENYON ST NW,NW,20010,38.929634,-77.026834
5212 AMES ST NE,NE,20019,38.891,-76.927278
4223 BROOKS ST NE,NE,20019,38.89354,-76.941073
1850 WYOMING AVE NW,NW,20009,38.918534,-77.043532
4850 MACARTHUR BLVD NW,NW,20007,38.917265,-77.097171
4862 MACARTHUR BLVD NW,NW,20007,38.917517,-77.097207
437 KENNEDY ST NW,NW,20011,38.956659,-77.019436
718 MARIETTA PL NW,NW,20011,38.959064,-77.023337
701 MADISON ST NW,NW,20011,38.958669,-77.022725
52 53RD ST SE,SE,20019,38.887868,-76.925357
2018 R ST NW,NW,20009,38.912419,-77.046143
47 FORRESTER ST SW,SW,20032,38.825384,-77.008367
520 44TH ST NE,NE,20019,38.896503,-76.939472
5206 1ST ST NW,NW,20011,38.953691,-77.011822
2626 SHERMAN AVE NW,NW,20001,38.924618,-77.025931
1129 48TH ST NE,NE,20019,38.905618,-76.933487
4251 CLAY ST NE,NE,20019,38.894036,-76.939813
1223 N ST NW,NW,20005,38.907409,-77.029094
1706 R ST NW,NW,20009,38.912446,-77.038912
944 T ST NW,NW,20001,38.915388,-77.025744
209 RITTENHOUSE ST NE,NE,20011,38.965323,-77.004272
1019 16TH ST NE,NE,20002,38.903612,-76.981919
514 RIDGE RD SE,SE,20019,38.882101,-76.945786
4708 QUARLES ST NE,NE,20019,38.910249,-76.933474
333 DELAFIELD PL NW,NW,20011,38.94946,-77.016921
3564 WINFIELD LN NW,NW,20007,38.911685,-77.070686
1353 SHEPHERD ST NW,NW,20011,38.939993,-77.031927
3429 5TH ST SE,SE,20032,38.839442,-76.99884
2853 BRENTWOOD RD NE,NE,20018,38.932657,-76.9651
609 GIRARD ST NE,NE,20017,38.926331,-76.998012
4716 3RD PL NW,NW,20011,38.948027,-77.016743
47 ADAMS ST NW,NW,20001,38.92046,-77.010722
4019 HAYES ST NE,NE,20019,38.899566,-76.944418
1507 MORRIS RD SE,SE,20020,38.858333,-76.985587
4212 FOOTE ST NE,NE,20019,38.897726,-76.941688
5044 C ST SE,SE,20019,38.885277,-76.929008
2115 SUITLAND TER SE,SE,20020,38.863256,-76.949147
1400 CONGRESS PL SE,SE,20020,38.845964,-76.984738
719 HILLTOP TER SE,SE,20019,38.879956,-76.942365
1523 CORCORAN ST NW,NW,20009,38.912046,-77.035542
1122 F ST NE,NE,20002,38.897577,-76.990757
1349 DOWNING ST NE,NE,20018,38.920725,-76.985319
1922 1ST ST NW,NW,20001,38.916382,-77.012433
5629 CLAY PL NE,NE,20019,38.893733,-76.919756
103 WAYNE PL SE,SE,20032,38.835422,-77.0055
6006 EADS ST NE,NE,20019,38.896004,-76.914502
4614 HILLSIDE RD SE,SE,20019,38.876712,-76.93339
320 CONSTITUTION AVE NE,NE,20002,38.892249,-77.001148
1846 MARYLAND AVE NE,NE,20002,38.903258,-76.976524
4920 NASH ST NE,NE,20019,38.907426,-76.930616
